,Unnamed: 0,Id,City,Search,Job_title,Company_name,Location,Rating,Website,Job_description,Location2
53,54,p_632b452d0652dffb,Berlin,data+scientist,Data Engineer / Data Scientist (m/w/d),esanum GmbH,Berlin,,https://de.indeed.com/rc/clk?jk=632b452d0652dffb&fccid=2d6551acf2ee77ce&vjs=3,"Deine Aufgaben
Die Verarbeitung von großen Datenmengen liegt Dir im Blut und Du hast Spaß an der Entwicklung effizienter Data-Warehouse-Prozesse? Dann verstärke unser internationales Team aus vielen Fachrichtungen. Dich erwartet eine anspruchsvolle Aufgabe mit viel Freiraum für Deine eigene Kreativität.

Für die Weiterentwicklung unseres Analytics-Team suchen wir ab sofort einen Data Engineer / Data Scientist (m/w/d) in Vollzeit. Dein neuer Arbeitsplatz befindet sich im sonnigen Herzen von Prenzlauer Berg.

Verantwortung für die Sammlung und Aufbereitung von Online Marketing Daten
Erstellung von Konzepten sowie Implementierung der dazugehörigen Daten-Pipelines
Erarbeitung einer effizienten Data-Warehouse-Architektur (Objekt- und Datenmodelle)
Mitarbeit bei Ausbau und Weiterentwicklung der Datenbasis sowie der Vernetzung von Daten aus verschiedenen Quellen
Beratung bei der Weiterentwicklung der Analytics Infrastruktur für unsere Online-Marketing Plattform
Sicherstellung der Qualität aller Tracking-Daten mittels Einführung von automatisierten Tests und Monitoring-Jobs zur Datenerhebung
Schnittstellenfunktion zu allen Stakeholdern in Analytics und anderen Business Units
Erstellen von diversen Reports
Dokumentationsaufgaben sowie Wissenstransfers
Dein Profil
Abgeschlossenes Studium im Bereich Informatik oder Wirtschaftsinformatik
Mehrjährige relevante Berufserfahrung im Bereich Data-Warehouse, Data Analytics und Business Intelligence
Erfahrung im Digital Marketing, E-Commerce, Big Data und Web Tracking
Sehr gute Kenntnisse in SQL und in Sprachen wie Python, R, NoSQL, Java
Ausgebildete konzeptionelle und analytische Stärke sowie ausgeprägte Team- und Kommunikationsfähigkeit
Ein hoher Anspruch an Sorgfalt und Qualität, sowie lösungsorientiertes Denken in komplexen Situationen
Die Bereitschaft, neue Technologien und analytische Methoden zu erlernen
Sehr gute Englischkenntnisse (C1), Deutschkenntnisse sind wünschenswert
Wir bieten Dir
Eine unbefristete Festanstellung ab dem ersten Tag
Die Möglichkeit, Deine Arbeitszeit flexibel zu gestalten
Regelmäßige Events zur Förderung des Teamspirits
Individuelle Entwicklung – fachlich wie persönlich – durch Schulungen, Trainings u. v. m.
Täglich frisches Obst, kalte und heiße Getränke sowie ein mobiles Massagegerät
Entspannte Pausengestaltung in unserer großen Teamküche, im hübschen Prenzlberger Innenhof oder auf einem kulinarischen Kurztrip durch die Nachbarschaft
Drei Hühner auf dem Hof, die uns demnächst mit frischen BIO Eiern versorgen
Ein internationales Team, das viel Wert auf Respekt, Wertschätzung und Zufriedenheit legt",Berlin
54,55,p_d76c751562033eb2,Berlin,data+scientist,Data Scientist NLP (working student),HiPeople,Berlin,,https://de.indeed.com/rc/clk?jk=d76c751562033eb2&fccid=46c7d0fc9af5d0cf&vjs=3,"HiPeople is looking for a highly motivated data scientist to join our team in Berlin. We are building a tool for automated candidate qualification to make hiring 10x more efficient and free of bias.

Tasks

We have the first version of HiPeople live at multiple renowned companies and are looking for a data scientist to further develop our NLP applications.

Requirements


You are comfortable with preprocessing unstructured data and excited to discover trends and patterns in large amounts of text
You have gathered first profound experience in building supervised learning models processing natural language
You have a strong knowledge of languages used for statistical computing e. g. Python and/or R as well as an outstanding mathematical understanding
You know how to effectively visualize your work to team members from different functions
You enjoy to communicate and collaborate with our engineering, product and science team
You adapt quickly to changes, can handle ambiguity without losing speed and are open-minded
You love to work in small, agile, and quality oriented teams who care about building amazing software

Benefits


Quality-driven environment
Healthy work-life balance
One free-lunch per week
Top-of-the-line equipment
Flexible hours and vacation
Parent-friendly company culture

Sounds good?

Let us know about the exciting projects you worked on.

We look forward to hearing from you!

We believe in diversity and strive to build an inclusive workplace that welcomes people from all different backgrounds.",10119 Berlin
55,56,p_2101293bbcda51b8,Berlin,data+scientist,Data Scientist,Amazon Development Center DEU,Berlin,"3,6",https://de.indeed.com/rc/clk?jk=2101293bbcda51b8&fccid=fe2d21eef233e94a&vjs=3,"Masters in quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)3+ years of experience working in data science in a consumer product companyKnowledge of, at least, one modern programming language such as Java, Scala or PythonExperience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.Ability to manage and quantify improvement in customer experience or value for the business resulting from research outcomesAbility to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives

Amazon Web Services and Volkswagen recently entered a close partnership to build the Digital Production Platform (DPP). This platform will enable new ways to optimize Manufacturing and Logistics by onboarding Volkswagens 120+ and their suppliers’ 30000+ to the newly built products in DPP. To do this, the Customer Engineering team will work closely with Volkswagen and AWS teams to deliver new, innovative services in the Industrial Internet of Things (IIoT) space. These services reach all the way from bottom layers; which connect machines such as robots, presses or other equipment to the cloud all the way to the top layers which provide innovative ways to interact with data and optimize decision making using ML solutions.

If you’re excited to change the face of manufacturing and IIoT, join our team in the heart of Berlin.

As a Data Scientist you will deliver customer-facing services and products that will delight our customers in an end to end fashion. Together with software engineers at all levels, you will work on algorithms integrating data sources and creating data infrastructures that can be used by sophisticated distributed systems and advanced statistical and ML models at AWS scale.

A PhD in a quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)5+ years of experience working in data science in a product companySkilled with Java, C++, or other programming language, as well as with R, SAS, MATLAB, Python or similar scripting languageExtensive knowledge and practical experience in several of the following areas: machine learning, statistics, deep learning, correlation finding, parameters optimisation, data quality, information retrieval
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Berlin
56,57,p_9f43729c4a2f3669,Berlin,data+scientist,Lead Data Scientist,Alldus,Berlin,,https://de.indeed.com/rc/clk?jk=9f43729c4a2f3669&fccid=b4df24bc350094d0&vjs=3,"Lead Data Scientist – Logistics
Location: Berlin, near Mitte
Industry: E-Commerce
Salary: €85,000 - €100,000

The Company:
Join a leading food ordering company who are one of the global leaders in their industry, founded and based in Berlin they are looking to grow their Data Science teams to improve the functionality of their product and provide better offerings to their customers.

The Team:
You will join the Logistics, in this team you deal with data from over 500,000 partners and millions of customers worldwide.
This is the second largest team in company and one of the most critical teams when it comes to delivering a successful product.
They can provide insights to their users and customers real time.
There is always new projects in this team to create cutting-edge solutions which improve the whole customer experience.

Experience Required:
Minimum 6 years relevant industry experience
2 years experience in a leadership position
Proven experience adding value & ROI to a data science team who have models in production
Strong programming experience in Python
Professional experience designing, executing and evaluating A/B tests
Experience in implementing projects from MVP/ POC to production.",Berlin
57,58,p_effe257020ccba98,Berlin,data+scientist,Data Scientist (w/m/x),diconium group,Berlin,,https://de.indeed.com/rc/clk?jk=effe257020ccba98&fccid=82d5b185512893c3&vjs=3,"ÜBER UNS

WE CREATE DIGITWE CREATE DIGITAL CHAMPIONS!

Seit 1995 unterstützen wir Branchenführer wie Volkswagen, Mercedes-Benz, Bosch, Kodak Alaris oder Sick dabei, das Potenzial der digitalen Transformation zu nutzen und Millionen von Kunden außergewöhnliche Erfahrungen zu bieten. Als starker Partner begleiten wir Unternehmen durch den gesamten Prozess der Digitalisierung: Von Innovation & Strategy, UX, Marketing & KI, Commerce und Technology bis hin zum Aufbau digitaler Einheiten.

Einer für alle, alle für einen! Rund 1000 Kolleginnen und Kollegen betreuen unsere Kunden von weltweit elf Standorten aus: Stuttgart, Berlin, Hamburg und Karlsruhe sowie Bangalore, Detroit, Peking, Lissabon, London, San José und VaE. Was uns vereint? Der Mut, neue Wege zu gehen, gegenseitige Achtsamkeit, Teamwork und der Wille, nachhaltig etwas zu verändern.

Wir sind diconium. Deutschlands größtes unabhängiges Digital Business- und Technologieunternehmen.

DEINE AUFGABEN
Raum für persönliche und fachliche Entwicklung in einem integrativen Umfeld.
Interessante Projekte in unterschiedlichen Wirtschaftsfeldern.
Eine Chance für dich, mit state-of-the-art Architekturen und Algorithmen zu arbeiten.
Individuelle Balance zwischen Programmierung und Beratung.
Ein interdisziplinäres Team, welches sich durch Ehrlichkeit und offene Kommunikation auszeichnet.
Bei uns hast du immer die Chance, deine Meinung zu äußern und stößt damit immer auf offene Ohren.
Du kannst dein Kernfeld mitbestimmen (z.B. Modelling, Consulting, Produktentwicklung) und deine eigenen Ideen beisteuern, um damit das Team zu verstärken.
DEIN PROFIL
Du hast Erfahrung mit Data, Analytics oder Modelling in einer Programmiersprache deiner Wahl (wir nutzen derzeit Python, Java und R).
Du arbeitest analytisch und strukturiert.
Du bist offen, dich in neue Technologien und Strategien einzuarbeiten.
Für dich ist Kommunikation kein Buzzword sondern sowohl innerhalb des Teams als auch zwischen einzelnen Units eine Voraussetzung für tägliches Arbeiten.
Dein Englisch ist verhandlungssicher.
WARUM DICONIUM
Born digital: Profitiere von unserer langjährigen Erfahrung und unserer agilen Up-to-date-Kultur.
Wertschätzung: Wir setzen auf flache Hierarchien und sind respektvoll, loyal und anerkennend.
Perspektiven: Wir bieten ganz unterschiedliche und individuell auf Dich zugeschnittene Karrieremodelle und eine steile Lernkurve.
Life-Work-Balance: Faire Arbeitszeiten, Homeoffice, flexible Arbeitszeiten oder Sabbatical ist bei uns kein Problem.
Benefits: Neben Altersvorsorge, Mitarbeiterrabatten und einem breiten Sportangebot bieten wir tolle Firmenausflüge und legendäre Partys.
ÜBERZEUGT?

Weitere gute Gründe, bei uns einzusteigen, zeigen wir Dir in unserem Video.

Dann stell dich uns vor, wenn du willst ganz unkompliziert nur mit deinem CV - idealerweise über unser Onlineportal oder per Mail an jobs@diconium.com.


diconium group
Rommelstraße 11 | 70376 Stuttgart

Stephanie Paulick | recruiting manager
0711-2992 0 | jobs@diconium.com

www.diconium.com/career

Wir freuen uns auf deine Bewerbung!",Berlin
58,59,pj_f1ec6ff9a135f7c8,Berlin,data+scientist,"Data Scientist - Payments (m/f/d) - Datenbankentwicklung / BI, IT",Zalando SE,,"3,2",https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CVCrXcfYfKKia1D0h7rid2rNhKbW26IQSSlmAmOyprZEJO3j_1OFQbSplC53VDdy3s0RsaBiqEQNPkCN-5cZIJmCwdy9Be2mwYVw7OpjnHiZYBbS7teG4YcqU9y1kAydm8fzAuwihhpUCI4HxQttG98n6gYsqDokJIeZNlhW5tfn_QbbcTf98xx_cFM2vo7Fff3VN1r96sLVlxmIPh_dohIyHKLPFc-qyM3XiXJAsOR-FF6G5Y5BMkVKEtDdu_wi11eCGrdjFYuUijXJ-a5IO0RPXSJnYcMQYF0aJNGOqg9kbw8IeUvUiYo_2qladtDcGeZYgdpeRquVUn_Mx4coC7wyUzE-1uqViyDyRhF7Ys-Ho8p3oS48Ynw95YxfPm1XVtYPRpCF03CmKp7MPGP65PIrSeJua_D7uHEikRg2u7-Z4uVTF3smBedVeY4uePcW-zuF9jJDBHL11WC_vFCCmlfORn-oTTc1nEYETLadc7gO_FJDZ_fCBMNquViRojBYFyywp0cmSmh6mQInYwYT4X&p=12&fvj=0&vjs=3,"About the team
As a Data Scientist in Payment Risk, you engage in experimenting and contributing to build the next generation of our AI-based risk management and fraud prevention systems. You create value for our customers enabling better decision-making through the use of best-in-class statistical and machine learning methodologies.
Where your expertise is needed
Design, implement, and lead focused and scalable ML/DL experiments tackling the challenging problem of fraud prevention and detection
Build and continuously improve cutting-edge models through researching and delivering better features
Encourage creative approaches to problems and drive innovation harmonizing short term goals with long term impact
Communicate your research findings and collaborate with your teammates to turn them into production
What we're looking for
MSc or PhD in Statistics, Computer Science, Physics, Mathematics, or other similar quantitative field with industry experience in Machine Learning / Data Science / DL and solid understanding of best practices in feature extraction, model validation, and classification
Solid experience with Python, Scala, SQL, and big data frameworks like Spark. Solid understanding of cloud-based solutions, preferably AWS.
Ability to communicate results clearly to both technical and non-technical audiences
Perks at work
Culture of trust, empowerment and constructive feedback, open source commitment, meetups, game nights, 70+ internal technical and fun guilds, knowledge sharing through tech talks, internal tech academy and blogs, product demos, parties & events
Competitive salary, employee share shop, 40% Zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great IT equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings
Extensive onboarding, mentoring and personal development opportunities and an international team of experts
Relocation assistance for internationals, PME family service and parent & child rooms* (*available only in select locations)

We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. All employment is decided on the basis of qualifications, merit and business need.
About Zalando
Zalando is Europe’s leading online platform for fashion, connecting customers, brands and partners across 17 markets. We drive digital solutions for fashion, logistics, advertising and research, bringing head-to-toe fashion to more than 23 million active customers through diverse skill-sets, interests and languages our teams choose to use.
Within Zalando Digital Experience (DX), you will work with many autonomous teams that live up to the standards of software craftsmanship, ownership and excellence. Along with our guiding set of principles we entrust you and your team to shape the future of Zalando.
Please note that all applications must be completed using the online form - we do not accept applications via e-mail.",Berlin
59,60,pj_0f43552837db34d7,Berlin,data+scientist,Für Freelancer: Data Scientist (m/w/d),NOT_FOUND,,,https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BP24j-pNkc6nflZ4x3bRMhQKJondvHJXfT3XLAJmjayG3c58APC-EpoJ-SRi_4oUfFMqnTC83go6YUS7ZoLIfj4YA4UizRLHxFPCOLI2BzFtM0PRjutGDYo2bW8UrSPd5naW4Kwk2q9VmTc0CHmVVwL05TtziuruCuWE7xXz3R7WokunPs-A_k92BBsby_UOUkVhmbHOwNMqjA3W93-GRwCMD6CkUSZVDfYXpGGMGyIq5MUqfFltbX9XOoRqZFGM1Ua6-9v84P_Pi0wl-EomMHj-96kADYQl-J34IcUyJ2KgoWc-dh7PGkH7EL0rbgXBkX-Yp03LwNM4vrVv4winSsNa3s7MigWdB5H5TGTx42DEbsIXbwfMBCDa5iAK3ltbOuAwPArsQlWasRbPAU_g_vpiIFhzY1QioQhs7OvcLtKTrLQJGX-UlmZ-0XLoMKm4vpfLzquiY254GPMvtvjdYfCcvLyr9idmQmOO6tB6T1YuYAbBBbL2lF&p=13&fvj=0&vjs=3,"Freelancer Projekt -
Wir sind aktuell auf der Suche nach einem Data Scientist für ein spannendes Projekt in der Energieversorgung/Elektromobilität.

Zu Ihren Aufgaben gehören:
+ Sichtung der Produktvision zur ersten Einschätzung der technischen Machbarkeit mit dem Product Owner

+ Sichtung der Hypothesen zur Datenbasis mit anschließender Validierung

+ Prototypische Weiterentwicklung des entwickelten Tools

+ Durchführung von Machbarkeitsstudien

Anforderungen:
Must:
+ Python

+ Data Science

+ Geo-basierte Data Science Anwendungsgebiete

+ Erfahrung mit mathematisch-statistischen Hypothesen

+ Bibliotheken im Bereich Data Science

+ Deutsch und Englisch in Wort und Schrift

Konnten wir Ihr Interesse wecken? Dann freuen wir uns auf die Zusendung Ihres aussagekräftigen Qualifikationsprofils unter Angabe Ihrer Stundensatzvorstellung.

Start: 06.04.2020
Dauer: 1 Monat +
Ort: Remote
Freelancer",Deutschland
60,61,pj_0ca678214f17d60f,Berlin,data+scientist,Senior Data Scientist* / Machine Learning Engineer*,inovex GmbH,,,https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMw1fM8rq_8l06dHyQaNCoznwgpUUeLGwybztIuszlKwppk_it0B94vhRmznzf7Tx_riXG4rZNjTFmLRh2Pur8TYPh3VICvPSqsKhXIzn3xfuFLs2fz05PTKNxIVgCr_7Njp9EqKtmriT_pgXZdeDb7nWarDj8iXZBwZqw2BVMyCFnr8qi6s4uqEqa_J7TDJ26PJ-wtFR6K0zlmPulqRp45R7T8zCMakHhxNri2fzOmzhRTHGoCCmRFbbanvwrXefVmEpa0EzovYPD-z7zW5UdCd-NKxAJp7EuXmXKa0og7bMwrAb-FgoKBogCTkt6UB1LGNgd6TWEudKe7ohEMLh2PNjNqehlUg4M6VEJ9JS-Jfg5PnvTE16LjwsWGdhXA5eZvyDbVleTxplo4Z6JGmM-5gppKEse_hMPmPPqaei-6aHDa36TarZmXsDrDA1oYkmx4WNebERbOzzn7JUSEpthndiG9TyyC0qU4O3Dz1JDvQ==&p=14&fvj=1&vjs=3,"Bei uns erwarten dich spannende Projekte um individuelle Software in einem modernen Umfeld für unsere Kunden zu entwickeln, das tun wir am liebsten mit einem innovativen Techstack. In unseren cross-funktionalen Teams setzten wir auf agile Methoden, um Projekte zu organisieren und die beste Qualität sicherzustellen. Du hast Lust ein Teil davon zu werden? Become an inovexpert!Was dich bei uns erwartet: Modellbildung und Datenanalyse (predictive und prescriptive analytics)Spannende Anwendungsfälle wie bspw. Forecasting, Recommendation, Clustering, Classification, Fraud DetectionExplorative Datenanalyse zur Definition von Analyse-StrategienPerformance-getriebene Auswahl von Machine Learning AlgorithmenImplementierung von skalierbaren Analysen auf verteilten System (z.B. mit Spark, scikit learn, TensorFlow)Datenbewirtschaftung und -aufbereitung von polystrukturierter Daten mit Hadoop, Spark, SQL- und NoSQL-DatenbankenUmsetzung der Data Science-Projekte von der Analyse bis zum Rollout: “Data Science to Production”Wer gut zu uns passen würde für die Standorte Hamburg, Köln, München, Karlsruhe oder StuttgartDu kannst ein abgeschlossenes Studium der Informatik, Mathematik, Physik und bereits mehrere Jahre Berufserfahrung in der Datenanalyse bzw. im Machine Learning-Bereich vorweisen, oder du hast in einem relevanten Bereich promoviertDu bist qualifiziert in mindestens einem der Schwerpunkte NLP, Feature Engineering, Text Mining, Computer Vision, Artificial Intelligence, Deep Learning oder Modellbildung und zählst gute Programmierkenntnisse in Python, R, Java, Scala oder SQL zu deinem technologischen PortfolioDu bringst exzellente analytische Fähigkeiten sowie ein Scientific-Mindset mit und tauscht dich bereits aktiv in der OpenSource-Community ausMobilität und Flexibilität für die Projektarbeit bei unseren Kunden vor Ort sind obligatorischGute Gründe für inovex: Wir sind nicht nur eine Firma mit hippen Büros und einem ausgefallenen Getränkeangebot, sondern legen zudem Wert auf:Unsere inovex-Kultur: coole Kolleg: innen, offene Türen & Ohren, innovative TechnologienHohe Freiheitsgrade durch flache Hierarchien, kurze Entscheidungswege und Eigenverantwortung im täglichen Doing.Jährliches Weiterbildungsbudget, fast täglich Brownbag Sessions und Meetups.Remote first, flexible Arbeitszeiten, Home Office und Teilzeitmodelle.Arbeitgeberzuschuss zur betrieblichen Altersvorsorge.Optionales Auto- oder JobRad-Leasing.Freie Wahl des Notebook-Betriebssystems (Linux, Mac, Windows) und des Smartphones (iOS, Android), sowie private Nutzung von Notebook und Smartphone.Berufliche Perspektive und die Möglichkeit, dich in deinem Aufgabenfeld (und darüber hinaus!) weiterzuentwickeln.inovex mitgestalten statt nur mitschwimmen: aktive Mitarbeit an fachlichen und kulturellen Themen, die auch über den Tellerrand hinausgehen & die Tech-Community glücklich machen.Last but not least: viel Spaß bei der Arbeit : -)Könnte das was für dich sein?Dann möchten wir dich kennenlernen!Dein Ansprechpartner ist das People & Culture Team.*Dein Geschlecht ist uns unwichtig, hauptsache du bist technologiebegeistertZusätzliche Leistungen:Flexible ArbeitszeitenBetriebliche AltersvorsorgeFirmenhandyHomeofficeKostenlose GetränkeWeiterbildungArt der Stelle: Vollzeit, Teilzeit, FestanstellungSprache:Deutsch (C1) (Erforderlich)",Deutschland
61,62,p_4e8aa496e9a91a77,Berlin,data+scientist,Data Scientist - EU Workforce Staffing,Amazon EU SARL(Germany Branch),Berlin,"3,6",https://de.indeed.com/rc/clk?jk=4e8aa496e9a91a77&fccid=fe2d21eef233e94a&vjs=3,"A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)Three or more years in a research science, ML, or data scientist role and a track record of strong statistical analysis and building machine or deep learning modelsExperienced in using multiple statistical/data science methodologies to solve complex business problems.Strong background and experience using Python and/or RExperienced in handling large data sets using SQL and databases in a business environment.Excellent verbal and written communication. Strong ability to interact, communicate, present, and influence within multiple levels of the organizationStrong troubleshooting and problem solving skills.

The Workforce Staffing Research team is responsible for our hourly workforce: Who do we hire? How should we hire them? How do we make sure the right candidate gets the right role at the right time, and how do we do this efficiently? As Amazon moves toward free one day shipping for prime customers, and as we continue to scale globally, answering these questions will have material impact on the business, and on the experience our candidates have.

Here’s where you come in:

What is the role? As a Data Scientist in Workforce Staffing, your work is focused on research programs to deeply understand the people that make up our hourly workforce. You understand that even when hiring hundreds of thousands of hourly associates across multiple types of roles and businesses, the experience of each candidate matters.

You use your deep expertise in statistics (regressions, multilevel models, structural equation models, etc.), and data collection in a variety of settings (e.g., field studies, surveys, existing large data sets) to define and answer nebulous problems. You leverage your quantitative background to develop and test theoretical frameworks and design experiments. You design, deployment, and conduct analysis of our global candidate research activities, using experimental, quasi-experimental, and RCT methods. You relentlessly obsess over understanding our candidates and what attracts them to Amazon. You work with colleagues across Research, Data Science, Business Intelligence and related teams to enable Amazon find and hire the right candidates for the right roles at an unprecedented scale.

This will be a highly visible role across multiple key deliverables for our global organization. If you are passionate and curious about data, obsess over customers, love questioning the status quo, and want to make the world a better place, let’s chat.

Master's or PhD in Statistics, Applied Math, Operations Research, Economics, or a related quantitative field with at least three years of working experience as a Data or Research Scientist.Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects.Demonstrable track record of dealing well with ambiguity, ability to self-motivate, prioritizing needs, and delivering results in a dynamic environment.Combination of deep technical skills and business savvy to interface with all levels and disciplines within our and our customer’s organizationsExperience in recruitment or operations",Berlin
62,63,p_0c22c9e325fe2456,Berlin,data+scientist,Business Intelligence Data Scientist (m/w/d),adviqo GmbH,Berlin,,https://de.indeed.com/company/adviqo/jobs/Business-Intelligence-Data-Scientist-0c22c9e325fe2456?fccid=7ec7df4fb0a5e0b6&vjs=3,"Die adviqo GmbH in Berlin ist international Marktführer im Segment Life Coaching. Das Portfolio der Medien-Gruppe umfasst digitale Beratungsplattformen, Content und E-Commerce Dienstleistungen, Websites und Apps sowie einen eigenen TV-Sender. Mit rund 250 Mitarbeitern in diversen Business Units in Europa, UK, Asien und Lateinamerika bietet die adviqo weltweit Coaching-Lösungen rund um die Themen Lebensberatung, Spiritualität, Astrologie und Esoterik.KurzdarstellungAls BI Data Analyst/Scientist erwartet Dich ein aufgeschlossenes Business Intelligence Team, die leidenschaftlich mit Daten und Zahlen hantieren sowie die modernsten AI, Big Data und Machine Learning Technologien nicht nur theoretisch verstehen, sondern auch praktisch anwenden. Wir leben, kommunizieren und fördern einen Data Driven Ansatz bei adviqo.Was Du machst Als Experte im Umgang mit großen Datenmengen erstellst Du Business Intelligence Analysen (Predictive Analytics, Machine Learning, Deep Learning) für die verschiedenen Businessprozesse der adviqoIn enger Zusammenarbeit mit den unterschiedlichsten Unternehmensbereichen bist Du für die Visualisierung der Daten verantwortlichDie gewonnenen Ergebnisse interpretierst Du zielsicher und leitest konkrete Handlungsempfehlungen für die Business Einheiten und das Management abDu leitest und steuerst Data Science ProjekteWas Du mitbringst Du hast einen (Fach-)Hochschulabschluss der Wirtschafts-/Mathematik, Physik, Wirtschafts-/Informatik oder eine vergleichbare Qualifikation mit statistischem Bezug bzw. mit dem Schwerpunkt BIDu besitzt fundierte Kenntnisse über AI und Data Mining-Methoden und angewendeter Statistik (inkl. multivariate Analysemethoden, Regressionsanalysen bzw. Machine Learning)Idealerweise bringst Du erste praktische Erfahrungen im Bereich BI Reporting, BI Analytics und in den jeweiligen Softwareprodukten mitDiese Erfahrungen ergänzt Du durch fundiertes Wissen in Datenmodellierung, Data Management (inkl. ETL-Kenntnissen), Datenbanktechnologien und Big DataDu besitzt eine ausgeprägte Begeisterung für Daten, Analysen und VisualisierungenDich zeichnet ein hervorragendes Kommunikationsgeschick, eine zielorientierte Arbeitsweise sowie eine ausgeprägte Analyse- und Konzeptfähigkeit ausDein Profil wird durch sehr gute Englischkenntnisse abgerundetWas wir Dir bietenErfolg und SicherheitStarte bei einem erfahrenen Unternehmen mit einem seit fast zwei Jahrzehnten erfolgreichem Geschäftsmodell; genieße die Möglichkeit einer langfristigen Perspektive durch einen unbefristeten ArbeitsvertragWeiterentwicklungsmöglichkeitenFortschritt treibt Menschen an - wir sind auf der Suche nach kontinuierlicher Weiterentwicklung und bieten unseren Mitarbeitern maßgeschneiderte Trainings und Karrierewege anEin gesunder Geist in einem gesunden KörperArbeite ausgeglichen, dann arbeitest du gesund - Yoga & Rückentraining, Sponsoring von Sportveranstaltungen, täglich frisches Obst, Work-Life Balance (familienfreundliche und flexible Arbeitszeiten); wir sorgen dafür, dass wir dir das beste Arbeitsumfeld bietenSpaß bei der ArbeitGenieße das einzigartige Flair einer Startup Mentalität in einem etablierten Unternehmen, ein dynamisches Arbeitsumfeld mit flachen Hierarchien und ausgeglichenen After-Work-Kultur mit vielen FirmenveranstaltungenZusätzliche Leistungen:Flexible ArbeitszeitenHome OfficeKostenlose GetränkeBetriebliche AltersvorsorgeWeiterbildungKostenloses oder vergünstigtes EssenJob Types: Full-time, PermanentExperience:Data Scientist: 3 years (Required)",Berlin
63,64,p_2390c96d035dd760,Berlin,data+scientist,Data Scientist (w/m/d),Stadler Pankow GmbH,Berlin,"3,3",https://de.indeed.com/rc/clk?jk=2390c96d035dd760&fccid=027d351bc658468c&vjs=3,"Ihre Aufgaben
Erschließung vorhandener Datenquellen sowie Einarbeitung von Implementierungsvorschlägen neuer Datenquellen sowohl im Unternehmen als auch in den Produkten
Aufbereitung von strukturierten und unstrukturierten Daten
Erarbeitung und Umsetzung von Konzepten zur Verbesserung der Datenqualität im Unternehmen
Konzeptionierung und Implementierung automatisierter Reportings und Monitoring-Systeme
Ableitung konkreter Handlungsfelder sowie Optimierungsansätze als Entscheidungsgrundlage für das Unternehmen und seine Produkte
Erarbeitung von, soweit möglich, verlässlichen Vorhersagen über prozessuale Ereignisse (Unternehmensabläufe) und technische Ereignisse (Produkten)
Aktive Mitarbeit bei der Weiterentwicklung des internen Datenmanagements

Ihr Profil
Abgeschlossenes Studium im Bereich Information, Wirtschaftsinformatik oder vergleichbar
Mehrjährige Berufserfahrung in vergleichbarer Position
Kenntnisse über Internet of Things (IoT), Mathematik und Statistik wünschenswert
Sicherer Umgang mit den gängigen Methoden und Tools der Informatik
Englischkenntnisse von Vorteil
Starke organisatorische und kommunikative Fähigkeiten sowie Flexibilität und Reisebereitschaft

Unser Angebot
Wir bieten Ihnen eine interessante Herausforderung in einem erfolgsorientierten Unternehmen mit starker Identität und guten Entwicklungsmöglichkeiten. Ein Eintritt ist ab sofort oder nach Vereinbarung möglich.

Die Stadler Pankow GmbH ist ein deutsches Unternehmen der international agierenden Stadler Rail Group, die als Systemanbieter kundenspezifische Lösungen im Schienenfahrzeugbereich anbietet. Wir sind ein führender Hersteller von Schienenfahrzeugen.

Kommen Sie mit uns auf die Reise!

Mit Ihnen möchten wir unsere anspruchsvollen und interessanten Projekte im Schienenfahrzeugbau umsetzen. Für unseren Standort Berlin bieten wir im Geschäftsbereich Informatik folgende Stelle an:

Begeistert?
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über die Zusendung Ihrer vollständigen Online-Bewerbung unter Angabe Ihres frühestmöglichen Eintrittstermins sowie Ihren Gehaltsvorstellungen.

Stadler Pankow GmbH
Stephan Langenberg
Telefon: +49 30 9191 1451",13158 Berlin
